date,daily_sales,baseline_daily_sales,sales_delta_vs_baseline,temperature__delta_vs_baseline,temperature__contribution,precipitation__delta_vs_baseline,precipitation__contribution,consumer_confidence__delta_vs_baseline,consumer_confidence__contribution,unemployment_rate__delta_vs_baseline,unemployment_rate__contribution,competitor_count__delta_vs_baseline,competitor_count__contribution,marketing_spend__delta_vs_baseline,marketing_spend__contribution,promotion_active__delta_vs_baseline,promotion_active__contribution,avg_wait_time_min__delta_vs_baseline,avg_wait_time_min__contribution,repeat_customer_pct__delta_vs_baseline,repeat_customer_pct__contribution,labor_hours__delta_vs_baseline,labor_hours__contribution,staff_on_shift__delta_vs_baseline,staff_on_shift__contribution,is_weekend__delta_vs_baseline,is_weekend__contribution,day_of_week__delta_vs_baseline,day_of_week__contribution,month__delta_vs_baseline,month__contribution,anomaly,residual
2022-01-01,288508.56,315574.55964285706,-27065.99964285706,-2.4691666666666805,-357.75246623299233,0.024244047619047637,143.14300435445818,2.8453571428571394,1003.6853647196565,-0.04714285714285804,-38.26649696074396,-1.40654761904762,583.1919030405562,-649.5178571428623,-26.58596304539364,0.04523809523809523,-965.415494187256,0.5678571428571431,3793.0109462765085,0.004691071428571336,26.767342810418512,-370.4892857142854,-10495.723496688235,-44.571428571428555,-21859.5927535411,0.7142857142857143,111.19307204159844,2.0,1712.7560435286202,-11.0,-2901.567662646881,0,1184.770999999193
2022-01-02,279354.73,315574.55964285706,-36219.829642857076,0.2741666666666518,39.72344292630698,0.009244047619047624,54.57920102196748,2.8736904761904754,1013.6798049858925,-0.04814285714285749,-39.07821053263807,-1.4232142857142858,590.1023445492885,-930.457857142861,-38.085355057228696,0.028571428571428567,-609.7361015919511,0.5678571428571431,3793.0109462765085,0.007107738095238014,40.55688878304912,-385.2892857142856,-10914.997990555194,-48.571428571428555,-23821.351077576837,0.7142857142857143,111.19307204159844,3.0,2569.1340652929302,-11.0,-2901.567662646881,0,-1588.4049666663632
2022-01-03,203222.43,315574.55964285706,-112352.12964285706,0.7908333333333175,114.58221075096222,-0.012755952380952368,-75.31437719901875,2.8670238095238147,1011.3281719820747,-0.04430952380952391,-35.96664184037542,-1.4732142857142865,610.8336690754871,-498.66785714286016,-20.41139450767971,-0.004761904761904759,101.62268359865847,0.06452380952381098,430.9878265999819,-0.0004922619047619814,-2.808855792947595,-1155.5892857142856,-32737.102222022335,-148.57142857142856,-72865.30917847034,-0.2857142857142857,-44.477228816639375,-3.0,-2569.1340652929302,-11.0,-2901.567662646881,0,-1363.8738999997731
2022-01-04,209488.54,315574.55964285706,-106086.01964285705,-0.8475000000000108,-122.79252722205737,0.06591071428571431,389.15356916693224,2.850357142857149,1005.449089472525,-0.04647619047619145,-37.725354579480985,-0.5065476190476197,210.02806156898583,1352.8821428571391,55.37595965873763,0.011904761904761904,-254.05670899664628,0.25952380952381127,1733.4934723024826,0.0009244047619046958,5.274671156525541,-1118.9892857142854,-31700.24773043243,-141.57142857142856,-69432.2321114078,-0.2857142857142857,-44.477228816639375,-2.0,-1712.7560435286202,-11.0,-2901.567662646881,0,344.70923333382234
2022-01-05,218021.35,315574.55964285706,-97553.20964285705,-1.9108333333333505,-276.85670100312325,-0.030422619047619046,-179.6228566795078,2.8936904761904856,1020.7347039973558,-0.056976190476191846,-46.248347084374124,-1.15654761904762,479.53528040956445,1409.2421428571397,57.6828783381248,-0.004761904761904759,101.62268359865847,-0.05714285714285694,-381.686636103295,-0.03012559523809527,-171.89721951251357,-1051.2892857142856,-29782.350214568065,-130.57142857142856,-64037.39672030951,-0.2857142857142857,-44.477228816639375,-1.0,-856.3780217643101,-11.0,-2901.567662646881,0,123.28133333250298
2022-01-06,225097.91,315574.55964285706,-90476.64964285705,-1.647500000000008,-238.7028774021687,0.040410714285714314,238.5951035016982,2.8636904761904844,1010.1523554801656,-0.06647619047619102,-53.959626017371704,-0.5232142857142872,216.938503077719,118.92214285713999,4.8677024973364755,0.028571428571428567,-609.7361015919511,0.519523809523811,3470.1676665724794,0.006557738095238075,37.41857832031286,-966.6892857142857,-27385.686553679945,-118.57142857142856,-58152.12174820229,-0.2857142857142857,-44.477228816639375,0.0,0.0,-11.0,-2901.567662646881,0,-1189.3522999987472
2022-01-07,264132.65,315574.55964285706,-51441.909642857034,-3.2008333333333496,-463.76214066855323,-0.016422619047619047,-96.96330690251654,2.783690476190472,981.9327594343217,-0.07130952380952493,-57.8829082815292,-0.3065476190476204,127.10276346419276,674.6321428571391,27.613937048831026,0.011904761904761904,-254.05670899664628,0.7728571428571449,5162.311753297096,0.0026410714285713954,15.070003812946045,-637.4892857142854,-18059.66200090961,-79.57142857142856,-39024.97808885382,-0.2857142857142857,-44.477228816639375,1.0,856.3780217643101,-11.0,-2901.567662646881,0,1959.9168000001227
2022-01-08,281873.67,315574.55964285706,-33700.88964285707,-2.8641666666666765,-414.983201634422,0.06691071428571428,395.0578227224314,2.9120238095238022,1027.2016947578547,-0.06380952380952465,-51.7950564923198,-0.6065476190476193,251.4907106213824,-568.1978571428626,-23.25738556122468,0.07857142857142858,-1676.774279377866,-0.3321428571428555,-2218.553572350399,0.006857738095237986,39.130384027259595,-327.3892857142855,-9274.728180089207,-38.571428571428555,-18916.955267487487,0.7142857142857143,111.19307204159844,2.0,1712.7560435286202,-11.0,-2901.567662646881,0,-630.9180333343102
2022-01-09,274472.66,315574.55964285706,-41101.89964285708,-1.7075000000000173,-247.39615366567827,0.01657738095238097,97.87706042896296,2.917023809523812,1028.9654195107232,-0.06980952380952488,-56.665337923687304,-1.1398809523809526,472.6248389008313,-527.7678571428623,-21.602511143062447,0.028571428571428567,-609.7361015919511,-0.042142857142854595,-281.493894126164,0.01415773809523807,80.78432289630958,-379.2892857142856,-10745.021844392913,-49.571428571428555,-24311.790658585775,0.7142857142857143,111.19307204159844,3.0,2569.1340652929302,-11.0,-2901.567662646881,0,-3546.296466665517
2022-01-10,202668.89,315574.55964285706,-112905.66964285704,0.6141666666666552,88.98534175285478,-0.03642261904761904,-215.048378012504,2.8953571428571365,1021.3226122483053,-0.06680952380952476,-54.23019720800355,-0.6232142857142868,258.4011521301155,-282.6078571428625,-11.567660478787179,-0.0380952380952381,812.9814687892682,-0.11880952380952081,-793.5901308980837,0.0034910714285713573,19.92011998262967,-1199.4892857142854,-33980.76102477633,-149.57142857142856,-73355.74875947928,-0.2857142857142857,-44.477228816639375,-3.0,-2569.1340652929302,-11.0,-2901.567662646881,0,342.6778333329421
